"","sample_name","Individual_Band","Exp_Year","Adult_or_Nestling","Sex","Capture_Date","Species","Location","Site","Nest","Capture_Number","Age","Mass","Bill.Head","Flat_Wing","Current_Brood_Size","Nestling_Fate","Notes","site_box_year","Nest_Experiment","Nest_Treatment","Day6_Brood_Mass","Brood_Size_Day6","Nest_Fate","avg_day6_mass","exp_treat","NCBI_host_subject_ID"
"391","P19N084","278172231","2019","Adult","F","01-Jun-19","TRES","Ithaca","Unit_1","34","1","SY",21.5,28.8,113,NA,"","","Unit_1_34_2019","Color_Stress","Cont_Con",NA,NA,"Died",NA,"Color_Stress_Cont_Con","Adult_278172231_01-Jun-19"
"392","P19N160","278172146","2019","Adult","F","09-Jun-19","TRES","Ithaca","Unit_2","45","1","SY",23.5,26.5,117,NA,"","","Unit_2_45_2019","Color_Stress","Pred_Dul",NA,NA,"Abandoned",NA,"Color_Stress_Pred_Dul","Adult_278172146_09-Jun-19"
"393","P19N287","281128733","2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Unit_2","20",NA,"15",17.25,NA,NA,3,"Fledged","","Unit_2_20_2019","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con","Day_15_nestling_281128733_15"
"394","P19N364","278172457","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Turkey_Hill","51",NA,"12",22.5,24.4,46,4,"Fledged","","Turkey_Hill_51_2019","Light","Light_Control",39.5,4,"Fledged",9.875,"Light_Light_Control","Day_12_nestling_278172457_12"
"395","P19N472","281128525","2019","Nestling","Unknown","25-Jun-19","TRES","Ithaca","Unit_2","78",NA,"15",20,NA,NA,3,"Fledged","","Unit_2_78_2019","Color_Stress","Cont_Con",29,3,"Fledged",9.66666666666667,"Color_Stress_Cont_Con","Day_15_nestling_281128525_15"
"396","P19N093","278171870","2019","Adult","F","02-Jun-19","TRES","Ithaca","Unit_2","12","2","SY",21.5,NA,NA,NA,"","","Unit_2_12_2019","Color_Stress","Pred_Dul",59,5,"Died",11.8,"Color_Stress_Pred_Dul","Adult_278171870_02-Jun-19"
"397","P19N177","278172167","2019","Adult","M","10-Jun-19","TRES","Ithaca","Unit_2","12","1","AHY",19,28.6,117,NA,"","","Unit_2_12_2019","Color_Stress","Pred_Dul",59,5,"Died",11.8,"Color_Stress_Pred_Dul","Adult_278172167_10-Jun-19"
"398","P19N219","278171895","2019","Nestling","Unknown","12-Jun-19","TRES","Ithaca","Unit_2","121",NA,"12",18,25.5,46,1,"Fledged","","Unit_2_121_2019","Color_Stress","Cont_Dul",8,1,"Fledged",8,"Color_Stress_Cont_Dul","Day_12_nestling_278171895_12"
"399","P19N479","278172332","2019","Nestling","Unknown","25-Jun-19","TRES","Ithaca","Unit_4","84",NA,"12",19.25,26.1,56.5,5,"Fledged","Fecal sample number was originally recorded 100 lower than it should have been. Day 6 mass taken on day 7","Unit_4_84_2019","Light","Light_Control",84.4,5,"Fledged",16.88,"Light_Light_Control","Day_12_nestling_278172332_12"
"400","P19N416","281128760","2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_2","57",NA,"12",16,24,41,5,"Died","","Unit_2_57_2019","Color_Stress","Pred_Con",43,5,"Died",8.6,"Color_Stress_Pred_Con","Day_12_nestling_281128760_12"
"401","P19N482","278172291","2019","Nestling","Unknown","25-Jun-19","TRES","Ithaca","Unit_2","72",NA,"12",18,24.5,54,5,"Fledged","Fecal sample number was originally recorded 100 lower than it should have been. Nestlings injected with expired dex.","Unit_2_72_2019","Color_Stress","Pred_Con",59,5,"Fledged",11.8,"Color_Stress_Pred_Con","Day_12_nestling_278172291_12"
"402","P19N103","278172233","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_1","86","1","SY",20.75,28.5,117,NA,"","","Unit_1_86_2019","Color_Stress","Cont_Con",45,4,"Fledged",11.25,"Color_Stress_Cont_Con","Adult_278172233_03-Jun-19"
"403","P19N193","272107698","2019","Adult","F","11-Jun-19","TRES","Ithaca","Unit_2","122","3","ASY",18.5,28.6,111,NA,"","Nesting Day 6 mass: 64g/5 chicks","Unit_2_122_2019","Color_Stress","Pred_Con",64,5,"Died",12.8,"Color_Stress_Pred_Con","Adult_272107698_11-Jun-19"
"404","P19N228","278172260","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_1","306",NA,"12",19,26.2,54,6,"Fledged","","Unit_1_306_2019","","Control",NA,NA,"Fledged",NA,"Control","Day_12_nestling_278172260_12"
"405","P19N327","278172280","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","116",NA,"15",16,NA,NA,5,"Fledged","","Unit_2_116_2019","Color_Stress","Cont_Con",58,5,"Fledged",11.6,"Color_Stress_Cont_Con","Day_15_nestling_278172280_15"
"406","P19N398","278172467","2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_4","93",NA,"12",24,25,50.5,4,"Fledged","","Unit_4_93_2019","Light","Light",55.3,4,"Fledged",13.825,"Light_Light","Day_12_nestling_278172467_12"
"407","P19N491","281128771","2019","Nestling","Unknown","27-Jun-19","TRES","Ithaca","Unit_2","34",NA,"15",16.5,NA,NA,4,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_2_34_2019","Color_Stress","Cont_Dul",50,4,"Fledged",12.5,"Color_Stress_Cont_Dul","Day_15_nestling_281128771_15"
"408","P19N111","272106664","2019","Adult","M","04-Jun-19","TRES","Ithaca","Unit_2","103","1","AHY",20,28.5,121,NA,"","","Unit_2_103_2019","Color_Stress","Cont_Con",54,6,"Fledged",9,"Color_Stress_Cont_Con","Adult_272106664_04-Jun-19"
"409","P19N206","278172163","2019","Adult","F","12-Jun-19","TRES","Ithaca","Unit_2","14","2","ASY",20,29.4,116,NA,"","","Unit_2_14_2019","Color_Stress","Pred_Dul",40,3,"Fledged",13.3333333333333,"Color_Stress_Pred_Dul","Adult_278172163_12-Jun-19"
"410","P19N235","278172168","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","35",NA,"15",16,NA,NA,4,"Fledged","","Unit_2_35_2019","Color_Stress","Pred_Dul",55,5,"Fledged",11,"Color_Stress_Pred_Dul","Day_15_nestling_278172168_15"
"411","P19N344","281128745","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","105",NA,"15",14.5,NA,NA,4,"Fledged","","Unit_1_105_2019","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul","Day_15_nestling_281128745_15"
"412","P19N434","278172482","2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_4","95",NA,"12",21.5,24.4,49,5,"Fledged","","Unit_4_95_2019","Light","Light",54,5,"Fledged",10.8,"Light_Light","Day_12_nestling_278172482_12"
"413","P19N517","281128784","2019","Nestling","Unknown","08-Jul-19","TRES","Ithaca","Unit_1","79",NA,"15",19.25,NA,NA,5,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_1_79_2019","","",70,5,"Fledged",14,"Control","Day_15_nestling_281128784_15"
"414","P19N007","272107739","2019","Adult","F","22-May-19","TRES","Ithaca","Unit_2","111","2","ASY",18.25,NA,NA,NA,"","","Unit_2_111_2019","Color_Stress","Cont_Dul",68,5,"Died",13.6,"Color_Stress_Cont_Dul","Adult_272107739_22-May-19"
"415","P19N169","281128711","2019","Nestling","Unknown","09-Jun-19","TRES","Ithaca","Unit_2","111",NA,"15",17,NA,NA,5,"Died","","Unit_2_111_2019","Color_Stress","Cont_Dul",68,5,"Died",13.6,"Color_Stress_Cont_Dul","Day_15_nestling_281128711_15"
"416","P19N216","278172170","2019","Adult","M","12-Jun-19","TRES","Ithaca","Unit_2","75","1","AHY",20.5,28.8,121,NA,"","","Unit_2_75_2019","Color_Stress","Cont_Dul",74,6,"Fledged",12.3333333333333,"Color_Stress_Cont_Dul","Adult_278172170_12-Jun-19"
"417","P19N243","278172271","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","120",NA,"12",14.5,24.3,44,7,"Died","","Unit_2_120_2019","Color_Stress","Cont_Con",71,7,"Fledged",10.1428571428571,"Color_Stress_Cont_Con","Day_12_nestling_278172271_12"
"418","P19N352","281128512","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","117",NA,"12",15,23.4,34,5,"Fledged","","Unit_2_117_2019","Color_Stress","Pred_Dul",51,6,"Fledged",8.5,"Color_Stress_Pred_Dul","Day_12_nestling_281128512_12"
"419","P19N464","278172493","2019","Nestling","Unknown","24-Jun-19","TRES","Ithaca","Unit_4","61",NA,"12",23,26.3,57,6,"Fledged","","Unit_4_61_2019","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control","Day_12_nestling_278172493_12"
"420","P19N015","281128402","2019","Adult","F","24-May-19","TRES","Ithaca","Unit_2","20","1","SY",20.75,29.8,119,NA,"","","Unit_2_20_2019","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con","Adult_281128402_24-May-19"
"421","P19N066","235120680","2019","Adult","F","30-May-19","TRES","Ithaca","Unit_4","93","1","ASY",24,27.7,116,NA,"","ibutton: C4621, egg photo","Unit_4_93_2019","Light","Light",55.3,4,"Fledged",13.825,"Light_Light","Adult_235120680_30-May-19"
"422","P19N257","278172302","2019","Adult","M","14-Jun-19","TRES","Ithaca","Turkey_Hill","86","1","AHY",18.75,28.7,119,NA,"","","Turkey_Hill_86_2019","Light","Light_Control",61.21,5,"Predation",12.242,"Light_Light_Control","Adult_278172302_14-Jun-19"
"423","P19N264","278172282","2019","Adult","M","15-Jun-19","TRES","Ithaca","Unit_2","57","1","AHY",19,27.6,117,NA,"","","Unit_2_57_2019","Color_Stress","Pred_Con",43,5,"Died",8.6,"Color_Stress_Pred_Con","Adult_278172282_15-Jun-19"
"424","P19N383","281128808","2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_2","75",NA,"15",14,NA,NA,6,"Fledged","","Unit_2_75_2019","Color_Stress","Cont_Dul",74,6,"Fledged",12.3333333333333,"Color_Stress_Cont_Dul","Day_15_nestling_281128808_15"
"425","P19N452","281128754","2019","Nestling","Unknown","23-Jun-19","TRES","Ithaca","Unit_2","62",NA,"15",13.5,NA,NA,4,"Fledged","","Unit_2_62_2019","Color_Stress","Cont_Con",48,4,"Fledged",12,"Color_Stress_Cont_Con","Day_15_nestling_281128754_15"
"426","L19N006b",NA,"2019","Nestling",NA,"11-Jun-19","TRES","Ithaca","Turkey_Hill","3",NA,"6",NA,NA,NA,NA,NA,NA,"Turkey_Hill_3_2019","Light","Light",65.25,5,"Fledged",13.05,"Light_Light","Day_6_nestling_Turkey_Hill_3_2019_L19N006b"
"427","P19N013","272106822","2019","Adult","F","23-May-19","TRES","Ithaca","Unit_2","68","1","ASY",20.5,29.1,117.5,NA,"","","Unit_2_68_2019","Color_Stress","Cont_Dul",71,6,"Fledged",11.8333333333333,"Color_Stress_Cont_Dul","Adult_272106822_23-May-19"
"428","P19N022","272107217","2019","Adult","F","26-May-19","TRES","Ithaca","Unit_2","116","1","ASY",23.5,29.9,117,NA,"","","Unit_2_116_2019","Color_Stress","Cont_Con",58,5,"Fledged",11.6,"Color_Stress_Cont_Con","Adult_272107217_26-May-19"
"429","P19N100","278172411","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_4","84","1","ASY",24.5,27.6,115,NA,"","No blood taken for Dex.
Ibutton: Yes
Egg photo: Yes
Poxy toe: Yes","Unit_4_84_2019","Light","Light_Control",84.4,5,"Fledged",16.88,"Light_Light_Control","Adult_278172411_03-Jun-19"
"430","P19N311","272106728","2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_2","54","3","SY",18,28.3,120,NA,"","","Unit_2_54_2019","Color_Stress","Pred_Con",60,6,"Fledged",10,"Color_Stress_Pred_Con","Adult_272106728_17-Jun-19"
"431","P19N408","281128748","2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_2","29",NA,"15",17.5,NA,NA,3,"Fledged","","Unit_2_29_2019","Color_Stress","Pred_Dul",36,3,"Fledged",12,"Color_Stress_Pred_Dul","Day_15_nestling_281128748_15"
"432","L19N008a",NA,"2019","Nestling",NA,"11-Jun-19","TRES","Ithaca","Turkey_Hill","121",NA,"6",NA,NA,NA,NA,NA,NA,"Turkey_Hill_121_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control","Day_6_nestling_Turkey_Hill_121_2019_L19N008a"
"433","P19N033","212110288","2019","Adult","F","27-May-19","TRES","Ithaca","Unit_1","338","1","ASY",21,27.8,116,NA,"","","Unit_1_338_2019","","Control",NA,NA,"Fledged",NA,"Control","Adult_212110288_27-May-19"
"434","P19N318","278171892","2019","Adult","M","17-Jun-19","TRES","Ithaca","Unit_2","31","1","AHY",17.5,28.5,119,NA,"","","Unit_2_31_2019","Color_Stress","Cont_Dul",36,4,"Fledged",9,"Color_Stress_Cont_Dul","Adult_278171892_17-Jun-19"
"435","P19N420","278172479","2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_4","12",NA,"12",16.5,23.3,32,3,"Fledged","","Unit_4_12_2019","Light","Light",20.74,3,"Fledged",6.91333333333333,"Light_Light","Day_12_nestling_278172479_12"
"436","P19N432","281128526","2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_2","78",NA,"12",15.75,24.7,47,3,"Fledged","","Unit_2_78_2019","Color_Stress","Cont_Con",29,3,"Fledged",9.66666666666667,"Color_Stress_Cont_Con","Day_12_nestling_281128526_12"
"437","L19N009b",NA,"2019","Nestling",NA,"12-Jun-19","TRES","Ithaca","Turkey_Hill","51",NA,"6",NA,NA,NA,NA,NA,NA,"Turkey_Hill_51_2019","Light","Light_Control",39.5,4,"Fledged",9.875,"Light_Light_Control","Day_6_nestling_Turkey_Hill_51_2019_L19N009b"
"438","P19N042","278172224","2019","Adult","F","28-May-19","TRES","Ithaca","Unit_1","47","1","SY",21.75,28.3,112,NA,"","","Unit_1_47_2019","Color_Stress","Cont_Con",66,5,"Died",13.2,"Color_Stress_Cont_Con","Adult_278172224_28-May-19"
"439","P19N167","272106697","2019","Adult","F","09-Jun-19","TRES","Ithaca","Turkey_Hill","11","3","ASY",20.75,NA,NA,NA,"","","Turkey_Hill_11_2019","Light","Light_Control",74.27,5,"Fledged",14.854,"Light_Light_Control","Adult_272106697_09-Jun-19"
"440","P19N280","278172309","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Turkey_Hill","11",NA,"12",20.75,24.6,56,5,"Fledged","","Turkey_Hill_11_2019","Light","Light_Control",74.27,5,"Fledged",14.854,"Light_Light_Control","Day_12_nestling_278172309_12"
"441","P19N368","278172162","2019","Adult","F","19-Jun-19","TRES","Ithaca","Unit_2","34","3","SY",19,28,116,NA,"","","Unit_2_34_2019","Color_Stress","Cont_Dul",50,4,"Fledged",12.5,"Color_Stress_Cont_Dul","Adult_278172162_19-Jun-19"
"442","P19N444","281128437","2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_2","31",NA,"12",21,23.8,42,4,"Fledged","","Unit_2_31_2019","Color_Stress","Cont_Dul",36,4,"Fledged",9,"Color_Stress_Cont_Dul","Day_12_nestling_281128437_12"
"443","L19N011c",NA,"2019","Nestling",NA,"12-Jun-19","TRES","Ithaca","Unit_4","80",NA,"6",NA,NA,NA,NA,NA,NA,"Unit_4_80_2019","Light","Light",72.86,6,"Fledged",12.1433333333333,"Light_Light","Day_6_nestling_Unit_4_80_2019_L19N011c"
"444","P19N051","272107284","2019","Adult","F","29-May-19","TRES","Ithaca","Unit_2","19","2","SY",20,NA,NA,NA,"","","Unit_2_19_2019","Color_Stress","Pred_Con",NA,NA,"Died",NA,"Color_Stress_Pred_Con","Adult_272107284_29-May-19"
"445","P19N137","281128402","2019","Adult","F","07-Jun-19","TRES","Ithaca","Unit_2","20","3","SY",19,27.4,119,NA,"","","Unit_2_20_2019","Color_Stress","Cont_Con",47,4,"Fledged",11.75,"Color_Stress_Cont_Con","Adult_281128402_07-Jun-19"
"446","P19N406","278172163","2019","Adult","F","21-Jun-19","TRES","Ithaca","Unit_2","14","3","ASY",19,29.2,115,NA,"","","Unit_2_14_2019","Color_Stress","Pred_Dul",40,3,"Fledged",13.3333333333333,"Color_Stress_Pred_Dul","Adult_278172163_21-Jun-19"
"447","P19N410","281128750","2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_2","29",NA,"15",18,NA,NA,3,"Fledged","","Unit_2_29_2019","Color_Stress","Pred_Dul",36,3,"Fledged",12,"Color_Stress_Pred_Dul","Day_15_nestling_281128750_15"
"448","P19N509","281128783","2019","Nestling","Unknown","05-Jul-19","TRES","Ithaca","Unit_1","79",NA,"12",21,26.4,55.1,5,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_1_79_2019","","",70,5,"Fledged",14,"Control","Day_12_nestling_281128783_12"
"449","P19NB1",NA,"neg_control","neg_control",NA,"","","","","neg_control",NA,NA,NA,NA,NA,NA,NA,NA,"_neg_control_neg_control",NA,NA,NA,NA,NA,NA,"Control","Blank_P19NB1"
"450","L19N014a",NA,"2019","Nestling",NA,"14-Jun-19","TRES","Ithaca","Unit_4","71",NA,"6",NA,NA,NA,NA,NA,NA,"Unit_4_71_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control","Day_6_nestling_Unit_4_71_2019_L19N014a"
"451","L19N020a",NA,"2019","Nestling",NA,"24-Jun-19","TRES","Ithaca","Unit_4","15",NA,"6",NA,NA,NA,NA,NA,NA,"Unit_4_15_2019","Light","Light_Control",59.66,5,"Fledged",11.932,"Light_Light_Control","Day_6_nestling_Unit_4_15_2019_L19N020a"
"452","P19N060","278171873","2019","Adult","F","30-May-19","TRES","Ithaca","Unit_2","82","1","SY",18.5,27.7,107,NA,"","","Unit_2_82_2019","Color_Stress","Cont_Con",73,6,"Died",12.1666666666667,"Color_Stress_Cont_Con","Adult_278171873_30-May-19"
"453","P19N144","278171877","2019","Adult","F","07-Jun-19","TRES","Ithaca","Unit_2","9","2","SY",19.25,NA,NA,NA,"","","Unit_2_9_2019","Color_Stress","Pred_Dul",22,3,"Fledged",7.33333333333333,"Color_Stress_Pred_Dul","Adult_278171877_07-Jun-19"
"454","P19N261","278172281","2019","Nestling","Unknown","14-Jun-19","TRES","Ithaca","Unit_2","116",NA,"12",19.25,25.1,51.5,5,"Fledged","","Unit_2_116_2019","Color_Stress","Cont_Con",58,5,"Fledged",11.6,"Color_Stress_Cont_Con","Day_12_nestling_278172281_12"
"455","P19N329","278172439","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Turkey_Hill","121",NA,"12",23,25.7,51.5,6,"Fledged","","Turkey_Hill_121_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control","Day_12_nestling_278172439_12"
"456","P19NB26",NA,"neg_control","neg_control",NA,"","","","","neg_control",NA,NA,NA,NA,NA,NA,NA,NA,"_neg_control_neg_control",NA,NA,NA,NA,NA,NA,"Control","Blank_P19NB26"
"457","L19N016b",NA,"2019","Nestling",NA,"17-Jun-19","TRES","Ithaca","Unit_4","95",NA,"6",NA,NA,NA,NA,NA,NA,"Unit_4_95_2019","Light","Light",54,5,"Fledged",10.8,"Light_Light","Day_6_nestling_Unit_4_95_2019_L19N016b"
"458","P19N071","278172230","2019","Adult","F","31-May-19","TRES","Ithaca","Unit_1","321","1","SY",22.75,28.7,117,NA,"","","Unit_1_321_2019","","Control",NA,NA,"Died",NA,"Control","Adult_278172230_31-May-19"
"459","P19N152","278172236","2019","Adult","M","08-Jun-19","TRES","Ithaca","Unit_1","345","1","AHY",18.5,27.8,118,NA,"","","Unit_1_345_2019","","Control",NA,NA,"Fledged",NA,"Control","Adult_278172236_08-Jun-19"
"460","P19N276","281128745","2019","Nestling","Unknown","15-Jun-19","TRES","Ithaca","Unit_1","105",NA,"12",16.5,24.5,45.5,5,"Fledged","","Unit_1_105_2019","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul","Day_12_nestling_281128745_12"
"461","P19N357","278172448","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","80",NA,"12",23.5,25.9,58,6,"Fledged","","Unit_4_80_2019","Light","Light",72.86,6,"Fledged",12.1433333333333,"Light_Light","Day_12_nestling_278172448_12"
"462","P19N466","281128678","2019","Nestling","Unknown","25-Jun-19","TRES","Ithaca","Unit_1","58",NA,"15",18,NA,NA,3,"Died","","Unit_1_58_2019","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con","Day_15_nestling_281128678_15"
"463","L19N018e",NA,"2019","Nestling",NA,"19-Jun-19","TRES","Ithaca","Unit_4","61",NA,"6",NA,NA,NA,NA,NA,NA,"Unit_4_61_2019","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control","Day_6_nestling_Unit_4_61_2019_L19N018e"
"464","P19N085","281128703","2019","Adult","F","01-Jun-19","TRES","Ithaca","Unit_1","308","1","ASY",23,27.6,115,NA,"","","Unit_1_308_2019","","Control",NA,NA,"Fledged",NA,"Control","Adult_281128703_01-Jun-19"
"465","P19N161","281128403","2019","Adult","F","09-Jun-19","TRES","Ithaca","Unit_2","94","3","SY",19,28.2,113,NA,"","","Unit_2_94_2019","Color_Stress","Pred_Con",73,6,"Died",12.1666666666667,"Color_Stress_Pred_Con","Adult_281128403_09-Jun-19"
"466","P19N288","278172283","2019","Nestling","Unknown","16-Jun-19","TRES","Ithaca","Unit_1","47",NA,"12",18,24.5,47,4,"Died","","Unit_1_47_2019","Color_Stress","Cont_Con",66,5,"Died",13.2,"Color_Stress_Cont_Con","Day_12_nestling_278172283_12"
"467","P19N473","281128526","2019","Nestling","Unknown","25-Jun-19","TRES","Ithaca","Unit_2","78",NA,"15",18.25,NA,NA,3,"Fledged","","Unit_2_78_2019","Color_Stress","Cont_Con",29,3,"Fledged",9.66666666666667,"Color_Stress_Cont_Con","Day_15_nestling_281128526_15"
"468","P19NB2",NA,"neg_control","neg_control",NA,"","","","","neg_control",NA,NA,NA,NA,NA,NA,NA,NA,"_neg_control_neg_control",NA,NA,NA,NA,NA,NA,"Control","Blank_P19NB2"
"469","P19N094","278171877","2019","Adult","F","02-Jun-19","TRES","Ithaca","Unit_2","9","1","SY",22.5,28.6,113,NA,"","","Unit_2_9_2019","Color_Stress","Pred_Dul",22,3,"Fledged",7.33333333333333,"Color_Stress_Pred_Dul","Adult_278171877_02-Jun-19"
"470","P19N178","278172153","2019","Adult","F","10-Jun-19","TRES","Ithaca","Unit_2","127","3","SY",17,28.2,113,NA,"","BOLUS COLLECTED- DAY SIX SIZE: 60 GRAMS, 5 NESTLINGS","Unit_2_127_2019","Color_Stress","Pred_Con",60,5,"Died",12,"Color_Stress_Pred_Con","Adult_278172153_10-Jun-19"
"471","P19N220","278171881","2019","Nestling","Unknown","12-Jun-19","TRES","Ithaca","Unit_2","68",NA,"12",19,24.3,39,6,"Fledged","","Unit_2_68_2019","Color_Stress","Cont_Dul",71,6,"Fledged",11.8333333333333,"Color_Stress_Cont_Dul","Day_12_nestling_278171881_12"
"472","P19N391","278172324","2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Turkey_Hill","86",NA,"12",12.75,23.4,36,5,"Predated","","Turkey_Hill_86_2019","Light","Light_Control",61.21,5,"Predation",12.242,"Light_Light_Control","Day_12_nestling_278172324_12"
"473","P19N417","281128762","2019","Nestling","Unknown","21-Jun-19","TRES","Ithaca","Unit_2","57",NA,"12",13,23.9,32.5,5,"Died","","Unit_2_57_2019","Color_Stress","Pred_Con",43,5,"Died",8.6,"Color_Stress_Pred_Con","Day_12_nestling_281128762_12"
"474","P19N483","278172292","2019","Nestling","Unknown","25-Jun-19","TRES","Ithaca","Unit_2","72",NA,"12",19.25,25,53,5,"Fledged","Fecal sample number was originally recorded 100 lower than it should have been. Nestlings injected with expired dex.","Unit_2_72_2019","Color_Stress","Pred_Con",59,5,"Fledged",11.8,"Color_Stress_Pred_Con","Day_12_nestling_278172292_12"
"475","P19N104","278172160","2019","Adult","F","03-Jun-19","TRES","Ithaca","Unit_2","64","1","ASY",20.5,28.5,114,NA,"","","Unit_2_64_2019","Color_Stress","Pred_Dul",35,6,"Died",5.83333333333333,"Color_Stress_Pred_Dul","Adult_278172160_03-Jun-19"
"476","P19N194","278172154","2019","Adult","F","11-Jun-19","TRES","Ithaca","Unit_2","75","3","SY",17,29,115,NA,"","At third capture female entered trap without it setting
Day 6 Mass: 74g/6 nestlings","Unit_2_75_2019","Color_Stress","Cont_Dul",74,6,"Fledged",12.3333333333333,"Color_Stress_Cont_Dul","Adult_278172154_11-Jun-19"
"477","P19N229","278172261","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_1","306",NA,"12",19.5,26,46,6,"Died","","Unit_1_306_2019","","Control",NA,NA,"Fledged",NA,"Control","Day_12_nestling_278172261_12"
"478","P19N334","281128502","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","41",NA,"12",19.5,24.4,44,4,"Fledged","","Unit_2_41_2019","Color_Stress","Cont_Con",51,4,"Fledged",12.75,"Color_Stress_Cont_Con","Day_12_nestling_281128502_12"
"479","P19N399","278172468","2019","Nestling","Unknown","20-Jun-19","TRES","Ithaca","Unit_4","93",NA,"12",24,25.7,51,4,"Fledged","","Unit_4_93_2019","Light","Light",55.3,4,"Fledged",13.825,"Light_Light","Day_12_nestling_278172468_12"
"480","P19N492","278172292","2019","Nestling","Unknown","28-Jun-19","TRES","Ithaca","Unit_2","72",NA,"15",17.75,NA,NA,5,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_2_72_2019","Color_Stress","Pred_Con",59,5,"Fledged",11.8,"Color_Stress_Pred_Con","Day_15_nestling_278172292_15"
"481","P19N112","281128602","2019","Adult","F","04-Jun-19","TRES","Ithaca","Unit_2","85","1","ASY",23.5,27.4,116,NA,"","","Unit_2_85_2019","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul","Adult_281128602_04-Jun-19"
"482","P19N207","278171872","2019","Adult","F","12-Jun-19","TRES","Ithaca","Unit_2","3","3","SY",17,28.5,114,NA,"","","Unit_2_3_2019","Color_Stress","Cont_Dul",60,5,"Fledged",12,"Color_Stress_Cont_Dul","Adult_278171872_12-Jun-19"
"483","P19N236","281128720","2019","Nestling","Unknown","13-Jun-19","TRES","Ithaca","Unit_2","103",NA,"15",16.5,NA,NA,6,"Fledged","","Unit_2_103_2019","Color_Stress","Cont_Con",54,6,"Fledged",9,"Color_Stress_Cont_Con","Day_15_nestling_281128720_15"
"484","P19N345","281128746","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","105",NA,"15",13.5,NA,NA,4,"Fledged","","Unit_1_105_2019","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul","Day_15_nestling_281128746_15"
"485","P19N435","278172483","2019","Nestling","Unknown","22-Jun-19","TRES","Ithaca","Unit_4","95",NA,"12",19.5,24.5,48,5,"Fledged","483 RFID ""8E"" or ""87""","Unit_4_95_2019","Light","Light",54,5,"Fledged",10.8,"Light_Light","Day_12_nestling_278172483_12"
"486","P19N518","281128787","2019","Nestling","Unknown","08-Jul-19","TRES","Ithaca","Unit_1","79",NA,"15",18.5,NA,NA,5,"Fledged","Fecal sample should be +100 and tube is mislabeled as -100.","Unit_1_79_2019","","",70,5,"Fledged",14,"Control","Day_15_nestling_281128787_15"
